object_id,object_type,total_amount,status
GRN1987,Goods Receipt,,
Invoice1729,Invoice,,
Payment7285,Payment,,
PO8222,Purchase Order,1724.93,Created
GRN377,Goods Receipt,,
Invoice5784,Invoice,,
Payment3529,Payment,,
PO8600,Purchase Order,32809.21,Created
GRN2102,Goods Receipt,,
Invoice6951,Invoice,,
Payment9338,Payment,,
PO7711,Purchase Order,20653.89,Created
GRN9680,Goods Receipt,,
Invoice5188,Invoice,,
Payment2492,Payment,,
PO3635,Purchase Order,4816.41,Created
GRN9486,Goods Receipt,,
Invoice7573,Invoice,,
Payment8326,Payment,,
PO5050,Purchase Order,4434.66,Created
GRN6261,Goods Receipt,,
Invoice2936,Invoice,,
Payment7938,Payment,,
PO6328,Purchase Order,3897.4,Created
GRN9341,Goods Receipt,,
Invoice4282,Invoice,,
Payment5813,Payment,,
PO9588,Purchase Order,4597.09,Created
GRN573,Goods Receipt,,
Invoice1493,Invoice,,
Payment3283,Payment,,
PO9740,Purchase Order,13196.73,Created
GRN4076,Goods Receipt,,
Invoice3528,Invoice,,
Payment6466,Payment,,
PO8059,Purchase Order,6272.42,Created
GRN5029,Goods Receipt,,
Invoice6261,Invoice,,
Payment7510,Payment,,
PO4751,Purchase Order,20014.96,Created
GRN982,Goods Receipt,,
Invoice7291,Invoice,,
Payment3577,Payment,,
PO5254,Purchase Order,13575.18,Created
GRN5251,Goods Receipt,,
Invoice7229,Invoice,,
Payment8869,Payment,,
PO5757,Purchase Order,8756.13,Created
GRN1417,Goods Receipt,,
Invoice7651,Invoice,,
Payment3524,Payment,,
PO7904,Purchase Order,12709.240000000002,Created
GRN9122,Goods Receipt,,
Invoice2125,Invoice,,
Payment6664,Payment,,
PO3873,Purchase Order,4819.81,Created
GRN5470,Goods Receipt,,
Invoice3223,Invoice,,
Payment8674,Payment,,
PO6329,Purchase Order,23397.95,Created
GRN5442,Goods Receipt,,
Invoice1414,Invoice,,
Payment7660,Payment,,
PO3808,Purchase Order,2961.29,Created
GRN5491,Goods Receipt,,
Invoice6311,Invoice,,
PO3302,Purchase Order,4174.46,Created
GRN8164,Goods Receipt,,
Invoice8320,Invoice,,
Payment9479,Payment,,
PO4479,Purchase Order,23391.06,Created
GRN5813,Goods Receipt,,
Invoice3436,Invoice,,
PO2741,Purchase Order,2955.52,Created
GRN1432,Goods Receipt,,
Invoice4816,Invoice,,
Payment4028,Payment,,
PO5820,Purchase Order,4746.48,Created
GRN4316,Goods Receipt,,
Invoice3464,Invoice,,
Payment2223,Payment,,
PO6602,Purchase Order,35113.21000000001,Created
GRN8200,Goods Receipt,,
Invoice6688,Invoice,,
Payment7240,Payment,,
PO829,Purchase Order,7447.74,Created
GRN8607,Goods Receipt,,
Invoice8427,Invoice,,
Payment4161,Payment,,
PO4821,Purchase Order,4691.51,Created
GRN6039,Goods Receipt,,
Invoice9688,Invoice,,
Payment6958,Payment,,
PO4173,Purchase Order,21831.97,Created
GRN8254,Goods Receipt,,
Invoice3728,Invoice,,
Payment9715,Payment,,
PO1028,Purchase Order,17409.47,Created
GRN1022,Goods Receipt,,
Invoice5527,Invoice,,
Payment1840,Payment,,
PO1116,Purchase Order,6177.16,Created
GRN5440,Goods Receipt,,
Invoice6876,Invoice,,
Payment1424,Payment,,
PO6269,Purchase Order,4880.17,Created
GRN5908,Goods Receipt,,
Invoice169,Invoice,,
Payment2997,Payment,,
PO9995,Purchase Order,25629.409999999996,Created
GRN8,Goods Receipt,,
Invoice4465,Invoice,,
Payment7215,Payment,,
PO124,Purchase Order,5923.53,Created
GRN2209,Goods Receipt,,
Invoice3247,Invoice,,
Payment3597,Payment,,
PO8921,Purchase Order,10315.83,Created
GRN2666,Goods Receipt,,
Invoice5917,Invoice,,
Payment7028,Payment,,
PO6246,Purchase Order,4792.65,Created
GRN1716,Goods Receipt,,
Invoice1971,Invoice,,
Payment3650,Payment,,
PO9390,Purchase Order,24779.58,Created
GRN104,Goods Receipt,,
Payment9579,Payment,,
PO1610,Purchase Order,9105.54,Created
GRN3591,Goods Receipt,,
Invoice8420,Invoice,,
Payment7498,Payment,,
PO7072,Purchase Order,24388.91,Created
GRN4846,Goods Receipt,,
Invoice3921,Invoice,,
Payment9143,Payment,,
PO8181,Purchase Order,5944.51,Created
GRN8574,Goods Receipt,,
Invoice4439,Invoice,,
Payment4698,Payment,,
PO720,Purchase Order,5073.13,Created
GRN5624,Goods Receipt,,
Invoice216,Invoice,,
Payment3678,Payment,,
PO7667,Purchase Order,31282.490000000005,Created
GRN1767,Goods Receipt,,
Invoice1580,Invoice,,
Payment3980,Payment,,
PO7856,Purchase Order,1399.63,Created
GRN7142,Goods Receipt,,
Invoice6112,Invoice,,
Payment7575,Payment,,
PO6169,Purchase Order,4540.48,Created
GRN6628,Goods Receipt,,
Invoice7053,Invoice,,
Payment77,Payment,,
PO8982,Purchase Order,5266.41,Created
GRN6899,Goods Receipt,,
Invoice4174,Invoice,,
Payment6222,Payment,,
PO1145,Purchase Order,3613.84,Created
GRN7307,Goods Receipt,,
Invoice7766,Invoice,,
Payment6859,Payment,,
PO4782,Purchase Order,8507.44,Created
GRN6634,Goods Receipt,,
Invoice9478,Invoice,,
Payment7485,Payment,,
PO9553,Purchase Order,4918.27,Created
Invoice8906,Invoice,,
Payment1404,Payment,,
Invoice8943,Invoice,,
PO140,Purchase Order,15331.72,Created
GRN2188,Goods Receipt,,
Invoice8119,Invoice,,
Payment3609,Payment,,
PO5308,Purchase Order,2361.97,Created
GRN7385,Goods Receipt,,
Invoice8995,Invoice,,
Payment7258,Payment,,
PO3059,Purchase Order,3101.64,Created
GRN112,Goods Receipt,,
Invoice9282,Invoice,,
Payment9033,Payment,,
PO7499,Purchase Order,10421.14,Created
GRN9177,Goods Receipt,,
Invoice5962,Invoice,,
PO6439,Purchase Order,5502.57,Created
GRN9985,Goods Receipt,,
Invoice8361,Invoice,,
Payment8196,Payment,,
PO6667,Purchase Order,7728.36,Created
GRN7919,Goods Receipt,,
Invoice2301,Invoice,,
Payment6279,Payment,,
PO941,Purchase Order,7117.16,Created
GRN4738,Goods Receipt,,
Invoice4763,Invoice,,
Payment5239,Payment,,
PO8543,Purchase Order,953.29,Created
GRN3199,Goods Receipt,,
Invoice4478,Invoice,,
PO9499,Purchase Order,31391.43,Created
GRN5033,Goods Receipt,,
Invoice930,Invoice,,
Payment4275,Payment,,
PO7424,Purchase Order,6510.87,Created
GRN8133,Goods Receipt,,
Invoice6023,Invoice,,
Payment5476,Payment,,
PO9072,Purchase Order,3694.21,Created
GRN98,Goods Receipt,,
Invoice4517,Invoice,,
Payment7783,Payment,,
PO4798,Purchase Order,2242.47,Created
GRN6427,Goods Receipt,,
Invoice2668,Invoice,,
Payment9254,Payment,,
PO2892,Purchase Order,7022.5,Created
GRN4686,Goods Receipt,,
Invoice7517,Invoice,,
Payment9484,Payment,,
PO2957,Purchase Order,7110.76,Created
GRN3342,Goods Receipt,,
Invoice2797,Invoice,,
Payment2151,Payment,,
PO1246,Purchase Order,1882.75,Created
GRN8602,Goods Receipt,,
Invoice5843,Invoice,,
Payment3990,Payment,,
PO8489,Purchase Order,6958.65,Created
GRN8764,Goods Receipt,,
Invoice8623,Invoice,,
Payment976,Payment,,
PO5553,Purchase Order,38467.78,Created
GRN5603,Goods Receipt,,
Invoice2932,Invoice,,
Payment2014,Payment,,
PO9839,Purchase Order,16596.18,Created
GRN5956,Goods Receipt,,
Invoice118,Invoice,,
Payment8743,Payment,,
PO1132,Purchase Order,6492.61,Created
GRN4177,Goods Receipt,,
Invoice4161,Invoice,,
PO7959,Purchase Order,22903.73,Created
GRN5778,Goods Receipt,,
Invoice4553,Invoice,,
Payment5763,Payment,,
PO5670,Purchase Order,34016.55,Created
GRN3302,Goods Receipt,,
Invoice61,Invoice,,
Payment451,Payment,,
PO5615,Purchase Order,4294.87,Created
GRN9062,Goods Receipt,,
Invoice2736,Invoice,,
Payment5347,Payment,,
PO4460,Purchase Order,26128.63,Created
GRN934,Goods Receipt,,
Payment5116,Payment,,
PO6168,Purchase Order,5209.860000000001,Created
GRN1288,Goods Receipt,,
Invoice6497,Invoice,,
Payment7578,Payment,,
PO6746,Purchase Order,5529.5,Created
GRN3318,Goods Receipt,,
Invoice4279,Invoice,,
Payment5325,Payment,,
PO3040,Purchase Order,5777.04,Created
GRN1711,Goods Receipt,,
Invoice4087,Invoice,,
Payment6371,Payment,,
PO5406,Purchase Order,30550.9,Created
GRN9472,Goods Receipt,,
Invoice8596,Invoice,,
Payment699,Payment,,
PO5679,Purchase Order,21437.71,Created
Invoice1251,Invoice,,
Payment5381,Payment,,
PO2465,Purchase Order,9258.4,Created
GRN2436,Goods Receipt,,
Invoice6259,Invoice,,
Payment5300,Payment,,
PO132,Purchase Order,23847.26,Created
GRN6021,Goods Receipt,,
Invoice9757,Invoice,,
Payment9358,Payment,,
PO799,Purchase Order,5752.28,Created
GRN1637,Goods Receipt,,
Invoice2016,Invoice,,
Payment4920,Payment,,
PO6052,Purchase Order,24379.15,Created
GRN5796,Goods Receipt,,
Invoice2507,Invoice,,
Payment8889,Payment,,
PO7062,Purchase Order,33448.200000000004,Created
GRN2328,Goods Receipt,,
Invoice566,Invoice,,
PO4955,Purchase Order,15482.89,Created
GRN3543,Goods Receipt,,
Invoice7665,Invoice,,
Payment495,Payment,,
PO2457,Purchase Order,7725.42,Created
GRN6211,Goods Receipt,,
Invoice3540,Invoice,,
Payment6374,Payment,,
PO9796,Purchase Order,4414.03,Created
GRN7167,Goods Receipt,,
Invoice1261,Invoice,,
Payment8074,Payment,,
PO6174,Purchase Order,19999.13,Created
GRN2665,Goods Receipt,,
Invoice7206,Invoice,,
Payment5524,Payment,,
PO7716,Purchase Order,25496.31,Created
GRN7658,Goods Receipt,,
Invoice6006,Invoice,,
Payment7553,Payment,,
PO5455,Purchase Order,5761.98,Created
GRN2743,Goods Receipt,,
Invoice4060,Invoice,,
Payment2842,Payment,,
PO6140,Purchase Order,19871.82,Created
GRN9621,Goods Receipt,,
Invoice4298,Invoice,,
Payment8776,Payment,,
PO6611,Purchase Order,8272.18,Created
GRN100,Goods Receipt,,
Invoice9457,Invoice,,
Payment3997,Payment,,
PO5078,Purchase Order,8708.53,Created
GRN1896,Goods Receipt,,
Invoice9373,Invoice,,
Payment545,Payment,,
PO5830,Purchase Order,12534.49,Created
Invoice2413,Invoice,,
Payment1581,Payment,,
PO14,Purchase Order,4918.07,Created
GRN7974,Goods Receipt,,
Invoice2136,Invoice,,
Payment6591,Payment,,
PO9408,Purchase Order,24016.67,Created
GRN6409,Goods Receipt,,
Invoice8611,Invoice,,
Payment8242,Payment,,
PO8814,Purchase Order,11531.09,Created
GRN1678,Goods Receipt,,
Invoice6854,Invoice,,
Payment7455,Payment,,
PO4237,Purchase Order,5757.5,Created
GRN5205,Goods Receipt,,
Invoice4593,Invoice,,
Payment1329,Payment,,
PO1404,Purchase Order,33098.12,Created
Invoice7551,Invoice,,
Payment5409,Payment,,
PO6272,Purchase Order,12193.679999999998,Created
GRN1237,Goods Receipt,,
Invoice8414,Invoice,,
Payment5727,Payment,,
PO542,Purchase Order,4609.37,Created
GRN4638,Goods Receipt,,
Invoice9487,Invoice,,
Payment8890,Payment,,
PO3322,Purchase Order,21561.18,Created
GRN3558,Goods Receipt,,
Invoice2740,Invoice,,
Payment1189,Payment,,
GRN2821,Goods Receipt,,
Invoice125,Invoice,,
Payment5341,Payment,,
PO6057,Purchase Order,25711.1,Created
GRN7583,Goods Receipt,,
Invoice5940,Invoice,,
Payment276,Payment,,
PO2684,Purchase Order,5175.38,Created
GRN7326,Goods Receipt,,
Invoice37,Invoice,,
Payment9909,Payment,,
PO1017,Purchase Order,6527.07,Created
GRN3112,Goods Receipt,,
Invoice8342,Invoice,,
Payment1665,Payment,,
PO2749,Purchase Order,24266.13,Created
GRN5814,Goods Receipt,,
Invoice9222,Invoice,,
Payment4861,Payment,,
PO1512,Purchase Order,5628.02,Created
GRN3290,Goods Receipt,,
Invoice4353,Invoice,,
Payment213,Payment,,
PO7391,Purchase Order,4303.11,Created
GRN6058,Goods Receipt,,
Invoice937,Invoice,,
Payment3176,Payment,,
PO3357,Purchase Order,8467.35,Created
GRN9589,Goods Receipt,,
Payment9653,Payment,,
PO4646,Purchase Order,20990.97,Created
GRN2448,Goods Receipt,,
Invoice7937,Invoice,,
Payment3527,Payment,,
PO3416,Purchase Order,5527.65,Created
GRN1789,Goods Receipt,,
Invoice7867,Invoice,,
Payment1677,Payment,,
PO6204,Purchase Order,416.05,Created
GRN4292,Goods Receipt,,
Invoice8442,Invoice,,
Payment7524,Payment,,
PO7027,Purchase Order,6626.81,Created
GRN769,Goods Receipt,,
Invoice3041,Invoice,,
Payment4630,Payment,,
PO1002,Purchase Order,30340.870000000003,Created
GRN8708,Goods Receipt,,
Payment6982,Payment,,
PO2861,Purchase Order,5797.5,Created
GRN2516,Goods Receipt,,
Invoice6950,Invoice,,
PO3340,Purchase Order,3186.13,Created
GRN5285,Goods Receipt,,
Invoice6329,Invoice,,
Payment5060,Payment,,
PO1597,Purchase Order,12854.4,Created
GRN8833,Goods Receipt,,
Payment5920,Payment,,
PO3581,Purchase Order,6904.47,Created
GRN2248,Goods Receipt,,
Invoice8369,Invoice,,
Payment8079,Payment,,
PO4624,Purchase Order,6029.12,Created
GRN2164,Goods Receipt,,
Invoice8170,Invoice,,
Payment5438,Payment,,
PO2851,Purchase Order,11219.31,Created
GRN9392,Goods Receipt,,
Invoice4507,Invoice,,
Payment9354,Payment,,
PO7120,Purchase Order,4287.37,Created
GRN7688,Goods Receipt,,
Invoice2761,Invoice,,
Payment310,Payment,,
PO2057,Purchase Order,4892.31,Created
GRN3900,Goods Receipt,,
Invoice4351,Invoice,,
PO8847,Purchase Order,26443.599999999995,Created
GRN2449,Goods Receipt,,
Invoice2741,Invoice,,
Payment7044,Payment,,
PO19,Purchase Order,33629.26,Created
GRN8913,Goods Receipt,,
Invoice4253,Invoice,,
Payment3978,Payment,,
PO4573,Purchase Order,7148.12,Created
GRN3477,Goods Receipt,,
Invoice3789,Invoice,,
PO7990,Purchase Order,5532.02,Created
GRN8989,Goods Receipt,,
Invoice4934,Invoice,,
Payment3397,Payment,,
GRN8481,Goods Receipt,,
Invoice5633,Invoice,,
Payment4351,Payment,,
PO3709,Purchase Order,2149.74,Created
GRN7387,Goods Receipt,,
Invoice8776,Invoice,,
Payment1986,Payment,,
PO4204,Purchase Order,6245.39,Created
GRN485,Goods Receipt,,
Invoice4451,Invoice,,
Payment7804,Payment,,
PO3168,Purchase Order,8166.35,Created
GRN8699,Goods Receipt,,
Invoice6651,Invoice,,
PO1713,Purchase Order,29453.03,Created
GRN7949,Goods Receipt,,
Invoice8779,Invoice,,
Payment2758,Payment,,
PO1752,Purchase Order,875.55,Created
GRN8160,Goods Receipt,,
Invoice2279,Invoice,,
Payment55,Payment,,
PO6692,Purchase Order,10978.04,Created
GRN9366,Goods Receipt,,
Payment9707,Payment,,
PO6,Purchase Order,2795.11,Created
GRN39,Goods Receipt,,
Invoice1121,Invoice,,
Payment9640,Payment,,
PO2801,Purchase Order,21896.12,Created
GRN8790,Goods Receipt,,
Invoice5328,Invoice,,
Payment8611,Payment,,
PO1799,Purchase Order,10294.33,Created
GRN5107,Goods Receipt,,
Invoice6919,Invoice,,
Payment7620,Payment,,
PO9243,Purchase Order,8855.93,Created
GRN1156,Goods Receipt,,
Invoice9049,Invoice,,
Payment4977,Payment,,
PO8236,Purchase Order,3830.98,Created
GRN7861,Goods Receipt,,
Invoice7425,Invoice,,
Payment3795,Payment,,
PO5278,Purchase Order,20983.93,Created
GRN6147,Goods Receipt,,
Invoice9937,Invoice,,
Payment9457,Payment,,
PO833,Purchase Order,25424.839999999997,Created
GRN8373,Goods Receipt,,
Invoice6445,Invoice,,
Payment2279,Payment,,
PO1714,Purchase Order,8810.77,Created
Payment3750,Payment,,
PO8733,Purchase Order,6267.28,Created
GRN1737,Goods Receipt,,
Invoice7011,Invoice,,
Payment2197,Payment,,
GRN8482,Goods Receipt,,
Invoice5044,Invoice,,
PO4493,Purchase Order,15235.02,Created
GRN3144,Goods Receipt,,
Invoice9892,Invoice,,
Payment6082,Payment,,
PO1481,Purchase Order,19141.48,Created
GRN7018,Goods Receipt,,
Invoice7285,Invoice,,
Payment7979,Payment,,
PO2322,Purchase Order,13473.7,Created
GRN9210,Goods Receipt,,
Invoice5848,Invoice,,
Payment6324,Payment,,
PO3920,Purchase Order,12153.9,Created
GRN4105,Goods Receipt,,
Invoice5728,Invoice,,
Payment2139,Payment,,
PO4633,Purchase Order,19561.93,Created
GRN8770,Goods Receipt,,
Invoice9062,Invoice,,
Payment429,Payment,,
PO430,Purchase Order,24730.32,Created
GRN850,Goods Receipt,,
Invoice8409,Invoice,,
Payment6212,Payment,,
PO2507,Purchase Order,5817.51,Created
GRN3490,Goods Receipt,,
Invoice1919,Invoice,,
PO7622,Purchase Order,12256.98,Created
GRN6767,Goods Receipt,,
Invoice9525,Invoice,,
Payment8969,Payment,,
PO980,Purchase Order,1154.12,Created
GRN2078,Goods Receipt,,
Invoice7633,Invoice,,
Payment6795,Payment,,
PO2237,Purchase Order,3441.31,Created
GRN8063,Goods Receipt,,
Invoice351,Invoice,,
Payment8481,Payment,,
PO3091,Purchase Order,14424.69,Created
GRN6886,Goods Receipt,,
Invoice2909,Invoice,,
Payment4226,Payment,,
PO9569,Purchase Order,7974.08,Created
GRN1560,Goods Receipt,,
Invoice7020,Invoice,,
Payment7445,Payment,,
PO2463,Purchase Order,3876.83,Created
GRN4123,Goods Receipt,,
Payment6317,Payment,,
PO2800,Purchase Order,4465.34,Created
GRN3385,Goods Receipt,,
Invoice3558,Invoice,,
Payment4415,Payment,,
Invoice1992,Invoice,,
Payment9645,Payment,,
GRN8088,Goods Receipt,,
Invoice7138,Invoice,,
Payment608,Payment,,
PO2423,Purchase Order,4459.54,Created
GRN4137,Goods Receipt,,
Invoice5840,Invoice,,
Payment1100,Payment,,
PO3020,Purchase Order,16642.42,Created
GRN9036,Goods Receipt,,
Invoice2371,Invoice,,
Payment4839,Payment,,
PO1580,Purchase Order,5559.56,Created
GRN4377,Goods Receipt,,
Invoice5218,Invoice,,
Payment7696,Payment,,
PO3465,Purchase Order,4969.87,Created
GRN612,Goods Receipt,,
Invoice3446,Invoice,,
Payment2365,Payment,,
PO2073,Purchase Order,5353.66,Created
GRN4677,Goods Receipt,,
Invoice238,Invoice,,
Payment3511,Payment,,
GRN2798,Goods Receipt,,
Invoice3345,Invoice,,
Payment7041,Payment,,
PO7428,Purchase Order,5211.4,Created
GRN3412,Goods Receipt,,
Invoice2024,Invoice,,
Payment4065,Payment,,
PO2740,Purchase Order,3532.38,Created
GRN9229,Goods Receipt,,
Invoice7380,Invoice,,
Payment4374,Payment,,
PO1433,Purchase Order,20336.2,Created
GRN6772,Goods Receipt,,
Invoice8452,Invoice,,
Payment768,Payment,,
GRN1225,Goods Receipt,,
Invoice8695,Invoice,,
Payment8891,Payment,,
PO8314,Purchase Order,7602.280000000001,Created
GRN8493,Goods Receipt,,
Invoice5330,Invoice,,
Payment6101,Payment,,
PO1128,Purchase Order,23686.63,Created
GRN880,Goods Receipt,,
Invoice9788,Invoice,,
Payment274,Payment,,
PO3106,Purchase Order,19193.96,Created
GRN4043,Goods Receipt,,
Payment3485,Payment,,
PO8912,Purchase Order,28964.339999999997,Created
GRN7528,Goods Receipt,,
Invoice8888,Invoice,,
Payment3817,Payment,,
GRN9037,Goods Receipt,,
Payment5874,Payment,,
PO8288,Purchase Order,3432.22,Created
GRN6563,Goods Receipt,,
Invoice2289,Invoice,,
Payment4212,Payment,,
PO7430,Purchase Order,23621.83,Created
GRN3826,Goods Receipt,,
Invoice8774,Invoice,,
Payment8452,Payment,,
PO4731,Purchase Order,39000.21,Created
GRN5651,Goods Receipt,,
Invoice7813,Invoice,,
Payment6071,Payment,,
PO5541,Purchase Order,19593.44,Created
GRN7609,Goods Receipt,,
Invoice655,Invoice,,
Payment2830,Payment,,
PO109,Purchase Order,21471.64,Created
GRN453,Goods Receipt,,
Invoice3058,Invoice,,
Payment1831,Payment,,
PO9574,Purchase Order,18124.88,Created
GRN9245,Goods Receipt,,
Invoice8853,Invoice,,
Payment1037,Payment,,
PO4760,Purchase Order,13087.64,Created
Invoice2092,Invoice,,
Payment5801,Payment,,
PO253,Purchase Order,10280.48,Created
GRN8451,Goods Receipt,,
Invoice8707,Invoice,,
Payment3051,Payment,,
PO764,Purchase Order,19213.46,Created
GRN5079,Goods Receipt,,
Invoice5496,Invoice,,
PO6663,Purchase Order,1380.01,Created
GRN2236,Goods Receipt,,
Invoice3962,Invoice,,
Payment3240,Payment,,
PO7729,Purchase Order,7041.11,Created
GRN169,Goods Receipt,,
Invoice1516,Invoice,,
Payment6325,Payment,,
PO9226,Purchase Order,25778.21,Created
GRN8159,Goods Receipt,,
Invoice8156,Invoice,,
Payment7348,Payment,,
PO8520,Purchase Order,3031.25,Created
GRN8461,Goods Receipt,,
Payment5673,Payment,,
GRN9009,Goods Receipt,,
Invoice4404,Invoice,,
Payment7788,Payment,,
PO2189,Purchase Order,5696.06,Created
GRN3855,Goods Receipt,,
Invoice6623,Invoice,,
Payment7772,Payment,,
PO3223,Purchase Order,29939.81,Created
Payment1310,Payment,,
PO2778,Purchase Order,21775.79,Created
GRN2984,Goods Receipt,,
Invoice5507,Invoice,,
Payment6290,Payment,,
PO2812,Purchase Order,6601.46,Created
GRN9946,Goods Receipt,,
Invoice217,Invoice,,
Payment9972,Payment,,
GRN6358,Goods Receipt,,
Invoice1926,Invoice,,
Payment1667,Payment,,
PO1581,Purchase Order,13251.82,Created
GRN4422,Goods Receipt,,
Invoice8846,Invoice,,
Payment2471,Payment,,
GRN4730,Goods Receipt,,
Invoice2252,Invoice,,
Payment7424,Payment,,
PO8924,Purchase Order,12859.22,Created
GRN8091,Goods Receipt,,
Invoice1896,Invoice,,
Payment9775,Payment,,
PO6286,Purchase Order,9664.31,Created
GRN7126,Goods Receipt,,
Invoice7303,Invoice,,
Payment4481,Payment,,
PO2764,Purchase Order,5898.98,Created
GRN9157,Goods Receipt,,
Invoice9137,Invoice,,
Payment2038,Payment,,
PO3639,Purchase Order,6031.2,Created
Invoice8880,Invoice,,
Payment7649,Payment,,
PO2511,Purchase Order,14193.26,Created
GRN5835,Goods Receipt,,
Payment2767,Payment,,
PO6571,Purchase Order,3156.47,Created
GRN2296,Goods Receipt,,
Invoice3928,Invoice,,
Payment266,Payment,,
PO5076,Purchase Order,6870.98,Created
GRN574,Goods Receipt,,
Invoice187,Invoice,,
Payment2999,Payment,,
PO1538,Purchase Order,6922.25,Created
GRN9857,Goods Receipt,,
Invoice2426,Invoice,,
Payment5041,Payment,,
PO9606,Purchase Order,5554.35,Created
GRN60,Goods Receipt,,
Invoice7172,Invoice,,
Payment9806,Payment,,
PO841,Purchase Order,5848.389999999999,Created
GRN771,Goods Receipt,,
Invoice7233,Invoice,,
Payment7543,Payment,,
PO8834,Purchase Order,18424.16,Created
GRN2979,Goods Receipt,,
Invoice8085,Invoice,,
Payment427,Payment,,
PO1045,Purchase Order,4759.59,Created
Invoice1864,Invoice,,
Payment3691,Payment,,
PO9179,Purchase Order,13812.250000000002,Created
GRN7228,Goods Receipt,,
Invoice4886,Invoice,,
Payment6920,Payment,,
PO6090,Purchase Order,30712.31,Created
GRN1265,Goods Receipt,,
Invoice9738,Invoice,,
Payment4853,Payment,,
PO279,Purchase Order,4203.75,Created
GRN6042,Goods Receipt,,
Invoice2903,Invoice,,
Payment9546,Payment,,
PO1138,Purchase Order,23813.31,Created
GRN5386,Goods Receipt,,
Invoice2350,Invoice,,
Payment1923,Payment,,
PO4300,Purchase Order,10128.74,Created
GRN6976,Goods Receipt,,
Invoice5478,Invoice,,
PO4088,Purchase Order,3645.23,Created
GRN7083,Goods Receipt,,
Invoice5739,Invoice,,
Payment3228,Payment,,
PO292,Purchase Order,14371.41,Created
GRN6859,Goods Receipt,,
Invoice7362,Invoice,,
Payment6607,Payment,,
PO7521,Purchase Order,23467.35,Created
GRN7266,Goods Receipt,,
Invoice6922,Invoice,,
Payment4527,Payment,,
PO9594,Purchase Order,6750.41,Created
GRN1049,Goods Receipt,,
Invoice6903,Invoice,,
Payment3573,Payment,,
PO2638,Purchase Order,7758.39,Created
GRN2625,Goods Receipt,,
PO8255,Purchase Order,12540.32,Created
GRN3095,Goods Receipt,,
Invoice5741,Invoice,,
Payment7190,Payment,,
PO1124,Purchase Order,4323.62,Created
GRN7786,Goods Receipt,,
Invoice453,Invoice,,
Payment2243,Payment,,
PO820,Purchase Order,36184.48,Created
GRN3995,Goods Receipt,,
Payment7704,Payment,,
PO6882,Purchase Order,3022.2,Created
Invoice3004,Invoice,,
Payment1220,Payment,,
PO1877,Purchase Order,5386.06,Created
GRN656,Goods Receipt,,
Invoice712,Invoice,,
Payment8234,Payment,,
PO6550,Purchase Order,8037.39,Created
GRN9293,Goods Receipt,,
Invoice5951,Invoice,,
Payment5207,Payment,,
PO1981,Purchase Order,30995.449999999997,Created
GRN4187,Goods Receipt,,
Invoice8924,Invoice,,
Payment7991,Payment,,
PO8606,Purchase Order,4048.06,Created
GRN7407,Goods Receipt,,
Invoice4102,Invoice,,
Payment6401,Payment,,
PO3478,Purchase Order,14972.75,Created
GRN5520,Goods Receipt,,
Invoice9368,Invoice,,
Payment4214,Payment,,
PO771,Purchase Order,6163.51,Created
GRN3697,Goods Receipt,,
Invoice8981,Invoice,,
Payment1378,Payment,,
PO7566,Purchase Order,16541.27,Created
GRN2076,Goods Receipt,,
Payment2542,Payment,,
PO5994,Purchase Order,16986.24,Created
Invoice2655,Invoice,,
Payment4927,Payment,,
PO8,Purchase Order,30190.42,Created
GRN158,Goods Receipt,,
Invoice6764,Invoice,,
Payment4849,Payment,,
PO2795,Purchase Order,4214.65,Created
GRN1892,Goods Receipt,,
Invoice1847,Invoice,,
Payment1440,Payment,,
PO1430,Purchase Order,5263.99,Created
GRN4303,Goods Receipt,,
Invoice2942,Invoice,,
Payment805,Payment,,
PO2591,Purchase Order,4780.63,Created
GRN1285,Goods Receipt,,
Invoice4839,Invoice,,
Payment9023,Payment,,
PO1149,Purchase Order,20326.86,Created
Invoice1597,Invoice,,
PO3316,Purchase Order,30386.44,Created
GRN9294,Goods Receipt,,
Invoice1900,Invoice,,
Payment3,Payment,,
PO6574,Purchase Order,4446.16,Created
GRN1366,Goods Receipt,,
Invoice6026,Invoice,,
Payment4864,Payment,,
PO3373,Purchase Order,40292.25,Created
GRN184,Goods Receipt,,
Payment2681,Payment,,
PO5792,Purchase Order,24515.23,Created
GRN8935,Goods Receipt,,
Invoice5118,Invoice,,
Payment116,Payment,,
PO4044,Purchase Order,32650.76,Created
GRN4439,Goods Receipt,,
Invoice4615,Invoice,,
Payment627,Payment,,
PO1899,Purchase Order,32726.17,Created
Invoice1801,Invoice,,
Payment7295,Payment,,
GRN5156,Goods Receipt,,
Invoice4052,Invoice,,
PO334,Purchase Order,4534.27,Created
GRN5808,Goods Receipt,,
Invoice6068,Invoice,,
Payment7183,Payment,,
PO8271,Purchase Order,11237.18,Created
GRN1715,Goods Receipt,,
Invoice1346,Invoice,,
Payment46,Payment,,
GRN3963,Goods Receipt,,
Invoice2216,Invoice,,
Payment7128,Payment,,
PO6485,Purchase Order,26957.87,Created
GRN8547,Goods Receipt,,
Invoice2156,Invoice,,
Payment4424,Payment,,
PO7649,Purchase Order,17638.620000000003,Created
GRN7751,Goods Receipt,,
Invoice1677,Invoice,,
Payment903,Payment,,
PO9250,Purchase Order,17017.379999999997,Created
GRN7491,Goods Receipt,,
Invoice6772,Invoice,,
Payment7465,Payment,,
