case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,start_time,end_time,total_processing_time_hours,pr_to_po_hours,po_approval_hours,approval_to_supplier_hours,supplier_to_goods_hours,goods_to_invoice_hours,invoice_to_match_hours,match_to_payment_hours,rejection_count,match_result
PO4440,PO4440,6,PR138;PR225;PR236;PR401;PR48;PR520,1,Supplier6,1,GRN2523,1,Invoice5746,1,Payment2066,2024-09-02 08:25:53+00:00,2024-09-12 11:29:54+00:00,243.067,0.634,0.767,0.833,120.0,24.0,0.833,96.0,0,Successful
PO6500,PO6500,4,PR128;PR239;PR46;PR550,1,Supplier28,1,GRN2961,1,Invoice5548,1,Payment963,2024-09-02 08:15:54+00:00,2024-09-05 10:51:54+00:00,74.6,1.067,0.6,0.917,24.0,24.0,0.017,24.0,0,Mismatch
PO9639,PO9639,1,PR242,1,Supplier37,1,GRN7258,1,Invoice4014,1,Payment8832,2024-09-02 08:34:54+00:00,2024-09-07 09:33:54+00:00,120.983,0.517,0.05,0.017,48.0,48.0,0.4,24.0,0,Successful
PO3034,PO3034,4,PR22;PR243;PR368;PR465,1,Supplier48,1,GRN8844,1,Invoice4022,1,Payment4189,2024-09-02 08:08:55+00:00,2024-09-16 11:47:54+00:00,339.65,1.933,0.067,0.85,48.0,48.0,0.8,240.0,0,Successful
PO9145,PO9145,1,PR244,1,Supplier34,1,GRN6542,1,Invoice7616,2,Payment7303;Payment9345,2024-09-02 08:43:54+00:00,2024-09-11 11:18:54+00:00,218.583,1.65,0.567,0.333,72.0,72.0,0.033,72.0,0,Successful
PO4504,PO4504,6,PR191;PR223;PR246;PR389;PR699;PR81,1,Supplier38,1,GRN9733,1,Invoice2637,1,Payment4016,2024-09-02 08:17:54+00:00,2024-09-15 10:37:54+00:00,314.333,0.967,0.867,0.383,48.0,72.0,0.117,192.0,1,Successful
PO5723,PO5723,2,PR247;PR261,1,Supplier33,1,GRN2508,1,Invoice4678,1,Payment4332,2024-09-02 08:11:54+00:00,2024-09-17 10:15:54+00:00,362.067,1.283,0.533,0.1,72.0,72.0,0.15,216.0,0,Successful
PO6825,PO6825,1,PR248,1,Supplier32,1,GRN3169,1,Invoice2780,1,Payment2401,2024-09-02 08:05:54+00:00,2024-09-14 11:02:54+00:00,290.95,1.7,0.667,0.167,24.0,24.0,0.417,240.0,0,Successful
PO2524,PO2524,6,PR249;PR618;PR790;PR914;PR917;PR96,2,Supplier33;Supplier8,2,GRN5216;GRN9734,2,Invoice5249;Invoice9145,2,Payment4394;Payment5750,2024-09-02 08:09:57+00:00,2024-09-08 10:47:54+00:00,146.632,0.532,0.4,0.7,24.0,48.0,1.0,72.0,2,Successful + Mismatch
PO3226,PO3226,1,PR250,1,Supplier42,1,GRN7993,1,Invoice7750,1,Payment119,2024-09-02 08:40:54+00:00,2024-09-10 10:56:54+00:00,194.267,0.5,0.767,0.65,72.0,72.0,0.35,48.0,0,Successful
PO8157,PO8157,6,PR252;PR335;PR493;PR574;PR779;PR909,1,Supplier50,1,GRN635,1,Invoice3801,2,Payment3054;Payment3352,2024-09-02 08:20:54+00:00,2024-09-11 10:53:54+00:00,218.55,0.767,0.967,0.55,72.0,48.0,0.267,96.0,0,Successful
PO4740,PO4740,1,PR253,1,Supplier26,1,GRN6808,1,Invoice2228,1,Payment6352,2024-09-02 08:51:54+00:00,2024-09-14 12:16:54+00:00,291.417,0.967,0.867,0.717,72.0,72.0,0.867,144.0,0,Successful
PO4869,PO4869,9,PR138;PR254;PR485;PR513;PR523;PR65;PR841;PR901;PR904,2,Supplier39;Supplier43,2,GRN2107;GRN6970,2,Invoice2436;Invoice3603,2,Payment4306;Payment8955,2024-09-02 08:06:54+00:00,2024-09-14 10:31:55+00:00,290.417,1.334,0.55,0.433,72.0,72.0,0.1,144.0,0,Successful
PO9381,PO9381,1,PR255,1,Supplier38,1,GRN5091,1,Invoice1950,1,Payment1217,2024-09-02 08:28:54+00:00,2024-09-13 11:05:54+00:00,266.617,1.15,0.567,0.55,48.0,24.0,0.35,192.0,0,Successful
PO8498,PO8498,1,PR256,1,Supplier41,1,GRN6497,1,Invoice5378,1,Payment2130,2024-09-02 08:58:54+00:00,2024-09-12 11:22:54+00:00,242.4,0.933,0.483,0.617,72.0,48.0,0.367,120.0,0,Successful
PO612,PO612,3,PR258;PR373;PR535,1,Supplier30,1,GRN7579,1,Invoice3376,1,Payment2339,2024-09-02 08:07:54+00:00,2024-09-10 09:51:54+00:00,193.733,0.433,0.883,0.283,24.0,48.0,0.133,120.0,0,Successful
PO2816,PO2816,1,PR259,1,Supplier38,1,GRN2302,1,Invoice9346,1,Payment8430,2024-09-02 08:32:54+00:00,2024-09-07 10:30:54+00:00,121.967,0.75,0.417,0.317,24.0,48.0,0.483,48.0,0,Successful
PO1847,PO1847,1,PR260,1,Supplier15,1,GRN3993,1,Invoice755,2,Payment2107;Payment9748,2024-09-02 08:06:54+00:00,2024-09-14 10:13:54+00:00,290.117,0.7,0.45,0.333,96.0,48.0,0.633,144.0,0,Successful
PO6595,PO6595,1,PR261,1,Supplier2,1,GRN6688,1,Invoice4221,1,Payment6108,2024-09-02 08:11:54+00:00,2024-09-17 09:43:54+00:00,361.533,0.95,0.4,0.083,96.0,24.0,0.1,240.0,0,Successful
PO690,PO690,2,PR186;PR262,1,Supplier37,1,GRN4931,1,Invoice8362,1,Payment9660,2024-09-02 08:33:54+00:00,2024-09-12 11:48:54+00:00,243.25,1.183,1.0,0.6,72.0,72.0,0.467,96.0,0,Successful
PO4719,PO4719,4,PR263;PR347;PR605;PR846,1,Supplier4,1,GRN5496,1,Invoice4716,1,Payment185,2024-09-02 08:07:54+00:00,2024-09-15 11:51:54+00:00,315.733,1.7,0.833,0.583,120.0,48.0,0.617,144.0,0,Mismatch
PO6847,PO6847,4,PR264;PR454;PR58;PR605,1,Supplier7,1,GRN9751,1,Invoice4370,1,Payment5658,2024-09-02 08:28:55+00:00,2024-09-15 11:51:54+00:00,315.383,0.983,0.867,0.967,72.0,72.0,0.567,168.0,0,Successful
PO2453,PO2453,1,PR265,1,Supplier44,1,GRN9052,1,Invoice3787,1,Payment6220,2024-09-02 08:27:54+00:00,2024-09-06 11:27:54+00:00,99.0,0.983,0.8,0.75,24.0,24.0,0.467,48.0,0,Successful
PO7680,PO7680,3,PR266;PR709;PR825,1,Supplier11,1,GRN6964,1,Invoice9055,1,Payment4459,2024-09-02 08:07:54+00:00,2024-09-13 11:13:54+00:00,267.1,1.1,0.933,0.633,72.0,72.0,0.433,120.0,0,Successful
PO7814,PO7814,1,PR267,1,Supplier33,1,GRN9059,1,Invoice5264,1,Payment7105,2024-09-02 08:17:54+00:00,2024-09-13 11:12:54+00:00,266.917,1.267,0.633,0.967,72.0,48.0,0.05,144.0,0,Successful
PO3689,PO3689,1,PR268,1,Supplier34,1,GRN4202,1,Invoice5918,1,Payment9221,2024-09-02 08:21:54+00:00,2024-09-17 11:34:54+00:00,363.217,1.767,0.217,0.7,96.0,48.0,0.533,216.0,0,Successful
PO5800,PO5800,1,PR269,1,Supplier25,1,GRN2289,1,Invoice2159,1,Payment5790,2024-09-02 08:21:54+00:00,2024-09-16 11:33:54+00:00,339.2,1.767,0.483,0.833,72.0,72.0,0.117,192.0,0,Successful
PO7879,PO7879,1,PR270,1,Supplier22,1,GRN8466,1,Invoice1784,2,Payment4639;Payment817,2024-09-02 08:41:54+00:00,2024-09-14 10:53:54+00:00,290.2,1.183,0.2,0.167,24.0,24.0,0.65,240.0,0,Successful
PO4018,PO4018,1,PR271,1,Supplier31,1,GRN8500,1,Invoice8077,2,Payment2364;Payment9540,2024-09-02 08:58:54+00:00,2024-09-08 10:50:54+00:00,145.867,1.267,0.167,0.417,48.0,72.0,0.283,23.733,0,Successful
PO8210,PO8210,1,PR272,1,Supplier16,1,GRN1535,1,Invoice3786,1,Payment7749,2024-09-02 08:04:54+00:00,2024-09-05 11:20:54+00:00,75.267,0.95,0.683,0.95,24.0,24.0,0.683,24.0,0,Successful
PO7137,PO7137,1,PR273,1,Supplier6,1,GRN4079,1,Invoice9358,1,Payment7325,2024-09-02 08:17:54+00:00,2024-09-14 09:51:54+00:00,289.567,1.183,0.183,0.117,48.0,72.0,0.083,168.0,0,Successful
PO4755,PO4755,6,PR153;PR274;PR345;PR573;PR670;PR836,1,Supplier19,1,GRN3570,1,Invoice7270,1,Payment5882,2024-09-02 08:10:55+00:00,2024-09-13 11:25:54+00:00,267.25,0.75,0.65,0.85,120.0,48.0,1.0,96.0,2,Successful
PO2566,PO2566,6,PR275;PR299;PR550;PR553;PR598;PR86,1,Supplier20,1,GRN7055,1,Invoice8983,1,Payment797,2024-09-02 08:17:54+00:00,2024-09-10 10:32:54+00:00,194.25,0.45,0.75,0.4,96.0,72.0,0.65,24.0,0,Successful
PO3122,PO3122,1,PR276,1,Supplier33,1,GRN9462,1,Invoice3953,1,Payment4409,2024-09-02 08:04:54+00:00,2024-09-15 10:15:54+00:00,314.183,1.1,0.467,0.383,24.0,48.0,0.233,240.0,0,Successful
PO6508,PO6508,1,PR278,1,Supplier45,1,GRN7175,1,Invoice2009,2,Payment1217;Payment7566,2024-09-02 08:28:54+00:00,2024-09-16 10:39:54+00:00,338.183,0.7,0.3,0.1,96.0,72.0,0.817,168.267,0,Successful
PO1137,PO1137,3,PR280;PR562;PR85,1,Supplier17,1,GRN268,1,Invoice314,1,Payment8764,2024-09-02 08:44:53+00:00,2024-09-15 11:26:54+00:00,314.7,1.35,0.267,0.833,24.0,48.0,0.25,240.0,0,Successful
PO506,PO506,6,PR143;PR229;PR281;PR589;PR902;PR939,1,Supplier46,1,GRN7765,1,Invoice309,1,Payment1950,2024-09-02 08:21:55+00:00,2024-09-09 10:10:54+00:00,169.816,0.583,0.7,0.183,96.0,24.0,0.35,48.0,1,Successful
PO2937,PO2937,1,PR282,1,Supplier20,1,GRN2944,1,Invoice6741,1,Payment4252,2024-09-02 08:33:54+00:00,2024-09-08 12:06:54+00:00,147.55,1.117,0.9,1.0,24.0,24.0,0.533,96.0,0,Successful
PO183,PO183,2,PR283;PR912,1,Supplier3,1,GRN5573,1,Invoice4985,1,Payment2235,2024-09-02 08:07:57+00:00,2024-09-11 11:08:54+00:00,219.016,1.866,0.267,0.283,24.0,24.0,0.6,168.0,0,Successful
PO6131,PO6131,1,PR284,1,Supplier24,1,GRN5965,1,Invoice2309,2,Payment5151;Payment8250,2024-09-02 08:41:54+00:00,2024-09-15 12:02:54+00:00,315.35,1.633,0.567,0.883,72.0,48.0,0.267,192.0,0,Mismatch
PO9056,PO9056,1,PR285,1,Supplier15,1,GRN3407,1,Invoice2009,2,Payment1217;Payment7566,2024-09-02 08:12:54+00:00,2024-09-16 10:39:54+00:00,338.45,0.367,0.533,0.6,24.0,72.0,0.95,240.0,0,Successful
PO2124,PO2124,4,PR248;PR286;PR420;PR789,1,Supplier10,1,GRN6506,1,Invoice5042,1,Payment5637,2024-09-02 08:05:54+00:00,2024-09-20 11:20:54+00:00,435.25,1.483,0.05,0.883,120.0,72.0,0.833,240.0,1,Successful
PO3051,PO3051,1,PR287,1,Supplier46,1,GRN3004,1,Invoice1315,1,Payment5964,2024-09-02 08:49:54+00:00,2024-09-10 12:02:54+00:00,195.217,1.633,0.833,0.183,48.0,24.0,0.567,120.0,0,Successful
PO1817,PO1817,1,PR288,1,Supplier49,1,GRN3197,1,Invoice3722,1,Payment3791,2024-09-02 08:47:54+00:00,2024-09-12 11:41:54+00:00,242.9,0.667,0.433,1.0,48.0,24.0,0.8,168.0,0,Successful
PO4509,PO4509,6,PR165;PR248;PR289;PR643;PR815;PR838,1,Supplier14,1,GRN6948,1,Invoice5392,1,Payment8877,2024-09-02 08:05:54+00:00,2024-09-14 13:09:54+00:00,293.067,2.5,0.833,0.867,96.0,72.0,0.867,120.0,0,Successful
PO4725,PO4725,3,PR290;PR372;PR429,1,Supplier1,1,GRN8800,1,Invoice2764,1,Payment1862,2024-09-02 08:05:54+00:00,2024-09-14 10:27:54+00:00,290.367,0.45,0.667,0.567,72.0,24.0,0.683,192.0,0,Successful
PO3001,PO3001,5,PR291;PR469;PR518;PR656;PR845,1,Supplier32,1,GRN9849,1,Invoice3348,1,Payment6985,2024-09-02 08:21:54+00:00,2024-09-19 11:05:54+00:00,410.733,0.85,0.533,0.783,120.0,48.0,0.567,240.0,1,Successful
PO1931,PO1931,4,PR159;PR292;PR392;PR917,1,Supplier33,1,GRN8429,1,Invoice7720,1,Payment5446,2024-09-02 08:08:53+00:00,2024-09-17 12:46:54+00:00,364.634,2.567,0.717,0.383,96.0,48.0,0.967,216.0,1,Mismatch
PO4266,PO4266,1,PR293,1,Supplier34,1,GRN5743,1,Invoice3590,1,Payment6190,2024-09-02 08:57:54+00:00,2024-09-15 12:30:54+00:00,315.55,1.733,0.833,0.183,48.0,48.0,0.8,216.0,0,Successful
PO7733,PO7733,3,PR144;PR294;PR702,1,Supplier41,1,GRN2655,1,Invoice5934,1,Payment9561,2024-09-02 08:15:54+00:00,2024-09-12 10:45:54+00:00,242.5,1.183,0.333,0.067,24.0,72.0,0.917,144.0,0,Successful
PO3818,PO3818,1,PR296,1,Supplier16,1,GRN1086,1,Invoice9877,1,Payment8236,2024-09-02 08:34:54+00:00,2024-09-11 11:58:54+00:00,219.4,1.217,0.967,0.733,96.0,24.0,0.483,96.0,0,Successful
PO5942,PO5942,1,PR297,1,Supplier23,1,GRN2369,1,Invoice5258,1,Payment588,2024-09-02 08:52:54+00:00,2024-09-15 10:12:54+00:00,313.333,0.25,0.567,0.417,24.0,48.0,0.1,240.0,0,Successful
PO425,PO425,1,PR298,1,Supplier7,1,GRN8680,1,Invoice8505,1,Payment4047,2024-09-02 08:31:54+00:00,2024-09-13 10:37:54+00:00,266.1,0.633,0.467,0.517,96.0,48.0,0.483,120.0,0,Successful
PO4715,PO4715,1,PR299,1,Supplier1,1,GRN910,1,Invoice5095,1,Payment5612,2024-09-02 08:23:54+00:00,2024-09-12 10:30:54+00:00,242.117,0.233,0.367,0.883,24.0,48.0,0.633,168.0,0,Successful
PO3833,PO3833,1,PR300,1,Supplier4,1,GRN1009,1,Invoice1355,1,Payment2310,2024-09-02 08:05:54+00:00,2024-09-11 11:30:54+00:00,219.417,1.8,0.2,0.667,96.0,48.0,0.75,72.0,0,Successful
PO6223,PO6223,1,PR301,1,Supplier48,1,GRN2446,1,Invoice2299,1,Payment7213,2024-09-02 08:49:54+00:00,2024-09-11 10:56:54+00:00,218.117,0.817,0.533,0.45,24.0,48.0,0.317,144.0,0,Successful
PO4697,PO4697,2,PR302;PR714,1,Supplier6,1,GRN5608,1,Invoice1370,1,Payment2736,2024-09-02 08:25:54+00:00,2024-09-15 11:45:54+00:00,315.333,1.233,0.483,0.633,72.0,24.0,0.983,216.0,0,Successful
PO795,PO795,1,PR305,1,Supplier2,1,GRN1609,1,Invoice4215,1,Payment4801,2024-09-02 08:35:54+00:00,2024-09-16 12:04:54+00:00,339.483,1.15,0.933,0.683,120.0,72.0,0.717,144.0,0,Successful
PO1193,PO1193,1,PR306,1,Supplier26,1,GRN2529,1,Invoice3937,1,Payment860,2024-09-02 08:56:54+00:00,2024-09-17 11:05:54+00:00,362.15,0.95,0.617,0.083,96.0,48.0,0.5,216.0,0,Successful
PO6038,PO6038,4,PR105;PR18;PR307;PR817,1,Supplier15,1,GRN1488,1,Invoice7343,1,Payment8900,2024-09-02 08:40:54+00:00,2024-09-20 11:32:54+00:00,434.867,1.05,0.9,0.25,120.0,72.0,0.667,240.0,0,Mismatch
PO7279,PO7279,5,PR198;PR308;PR38;PR725;PR821,1,Supplier2,1,GRN7723,1,Invoice9156,1,Payment3385,2024-09-02 08:09:54+00:00,2024-09-10 10:28:54+00:00,194.317,1.283,0.083,0.067,24.0,24.0,0.883,144.0,0,Successful
PO8191,PO8191,1,PR309,1,Supplier32,1,GRN1111,1,Invoice4121,2,Payment6232;Payment6787,2024-09-02 08:31:54+00:00,2024-09-10 10:43:55+00:00,194.2,0.817,0.9,0.417,72.0,24.0,0.4,95.667,0,Successful
PO5209,PO5209,1,PR310,1,Supplier17,1,GRN4083,1,Invoice8464,1,Payment7148,2024-09-02 08:30:54+00:00,2024-09-09 11:51:54+00:00,171.35,1.533,0.683,0.75,96.0,24.0,0.383,48.0,0,Successful
PO633,PO633,1,PR311,1,Supplier19,1,GRN7221,1,Invoice6224,1,Payment916,2024-09-02 08:41:54+00:00,2024-09-13 11:00:54+00:00,266.317,1.283,0.45,0.1,72.0,24.0,0.483,168.0,0,Successful
PO313,PO313,1,PR312,1,Supplier28,1,GRN9802,1,Invoice9299,1,Payment8164,2024-09-02 08:24:54+00:00,2024-09-12 10:07:54+00:00,241.717,0.617,0.083,0.533,72.0,48.0,0.483,120.0,0,Successful
PO5336,PO5336,6,PR17;PR249;PR313;PR316;PR408;PR86,1,Supplier6,1,GRN4886,1,Invoice9292,1,Payment984,2024-09-02 08:04:54+00:00,2024-09-09 09:52:54+00:00,169.8,0.883,0.333,0.267,24.0,24.0,0.317,120.0,0,Successful
PO9904,PO9904,5,PR256;PR314;PR341;PR798;PR836,1,Supplier11,1,GRN5943,1,Invoice9505,1,Payment5622,2024-09-02 08:12:57+00:00,2024-09-16 10:54:54+00:00,338.699,1.266,0.517,0.533,72.0,24.0,0.383,240.0,2,Successful
PO6380,PO6380,1,PR316,1,Supplier6,1,GRN8725,1,Invoice6810,1,Payment8967,2024-09-02 08:04:54+00:00,2024-09-15 10:27:54+00:00,314.383,1.367,0.05,0.717,72.0,48.0,0.25,192.0,0,Successful
PO7538,PO7538,4,PR130;PR317;PR477;PR575,1,Supplier35,1,GRN3259,1,Invoice4555,1,Payment5892,2024-09-02 08:30:55+00:00,2024-09-13 11:10:54+00:00,266.666,1.066,0.633,0.2,24.0,48.0,0.767,192.0,0,Successful
PO2879,PO2879,3,PR318;PR387;PR801,1,Supplier11,1,GRN8881,1,Invoice40,2,Payment297;Payment6217,2024-09-02 08:23:56+00:00,2024-09-11 10:56:54+00:00,218.549,1.183,0.217,0.483,120.0,24.0,0.667,72.0,0,Successful
PO2523,PO2523,5,PR121;PR183;PR319;PR861;PR911,1,Supplier9,1,GRN72,1,Invoice4702,1,Payment3222,2024-09-02 08:18:57+00:00,2024-09-12 12:01:54+00:00,243.716,1.716,0.383,0.65,24.0,72.0,0.967,144.0,0,Successful
PO5655,PO5655,5,PR320;PR382;PR638;PR678;PR831,1,Supplier35,1,GRN7362,1,Invoice1019,1,Payment9727,2024-09-02 08:05:56+00:00,2024-09-13 09:50:54+00:00,265.749,1.183,0.2,0.3,96.0,72.0,0.067,96.0,0,Successful
PO131,PO131,6,PR227;PR24;PR321;PR374;PR41;PR847,1,Supplier18,1,GRN3468,1,Invoice9816,1,Payment2583,2024-09-02 08:05:54+00:00,2024-09-19 11:10:54+00:00,411.083,1.783,0.217,0.25,96.0,72.0,0.833,240.0,1,Successful
PO9734,PO9734,1,PR322,1,Supplier10,1,GRN5843,1,Invoice4260,1,Payment7789,2024-09-02 08:37:54+00:00,2024-09-14 09:59:54+00:00,289.367,0.567,0.033,0.217,120.0,48.0,0.55,120.0,0,Successful
PO1368,PO1368,6,PR323;PR525;PR68;PR843;PR967;PR982,1,Supplier21,1,GRN1303,1,Invoice7164,1,Payment6522,2024-09-02 08:04:57+00:00,2024-09-16 11:38:54+00:00,339.566,1.966,0.333,0.267,96.0,24.0,1.0,216.0,0,Successful
PO3735,PO3735,2,PR324;PR369,1,Supplier20,1,GRN2061,1,Invoice9437,2,Payment3231;Payment7182,2024-09-02 08:09:54+00:00,2024-09-07 10:50:54+00:00,122.683,1.367,0.167,0.45,48.0,48.0,0.7,24.0,0,Successful
PO1144,PO1144,3,PR238;PR325;PR894,1,Supplier10,1,GRN4921,1,Invoice4001,1,Payment3178,2024-09-02 08:07:54+00:00,2024-09-09 09:52:54+00:00,169.75,0.65,0.667,0.217,72.0,72.0,0.217,24.0,1,Mismatch
PO3680,PO3680,2,PR326;PR548,1,Supplier14,1,GRN6157,1,Invoice8052,1,Payment9150,2024-09-02 08:36:55+00:00,2024-09-15 11:31:54+00:00,314.916,1.366,0.267,0.5,72.0,48.0,0.783,192.0,0,Successful
PO1192,PO1192,1,PR327,1,Supplier14,1,GRN9057,1,Invoice4677,1,Payment1075,2024-09-02 08:36:54+00:00,2024-09-07 10:51:54+00:00,122.25,0.85,0.5,0.867,72.0,24.0,0.033,24.0,0,Successful
PO9468,PO9468,6,PR235;PR30;PR312;PR328;PR405;PR871,1,Supplier29,1,GRN3533,1,Invoice342,2,Payment4599;Payment7488,2024-09-02 08:13:53+00:00,2024-09-09 11:33:57+00:00,171.334,1.05,0.1,0.317,72.0,24.0,0.217,73.651,0,Successful
PO1457,PO1457,1,PR329,1,Supplier25,1,GRN3493,1,Invoice3500,1,Payment3313,2024-09-02 08:25:54+00:00,2024-09-15 11:23:54+00:00,314.967,1.033,0.867,0.75,96.0,48.0,0.317,168.0,0,Successful
PO4858,PO4858,3,PR167;PR330;PR901,1,Supplier2,1,GRN6263,1,Invoice2112,1,Payment9836,2024-09-02 08:25:54+00:00,2024-09-13 11:48:54+00:00,267.383,1.483,0.5,0.4,96.0,48.0,1.0,120.0,0,Successful
PO4777,PO4777,1,PR331,1,Supplier31,1,GRN5243,1,Invoice54,1,Payment3469,2024-09-02 08:18:54+00:00,2024-09-19 10:29:54+00:00,410.183,0.6,0.533,0.583,96.0,72.0,0.467,240.0,0,Successful
PO9372,PO9372,3,PR332;PR628;PR858,1,Supplier26,1,GRN9775,1,Invoice1565,2,Payment1591;Payment9707,2024-09-02 08:19:56+00:00,2024-09-09 11:05:54+00:00,170.766,0.899,0.983,0.1,96.0,24.0,0.783,48.0,0,Mismatch
PO523,PO523,1,PR333,1,Supplier12,1,GRN1659,1,Invoice3609,1,Payment9211,2024-09-02 08:42:54+00:00,2024-09-10 10:14:54+00:00,193.533,0.717,0.217,0.133,24.0,72.0,0.467,96.0,0,Successful
PO9154,PO9154,3,PR189;PR334;PR39,1,Supplier49,1,GRN5193,1,Invoice3844,1,Payment9041,2024-09-02 08:26:54+00:00,2024-09-12 10:11:54+00:00,241.75,0.55,0.8,0.317,96.0,24.0,0.083,120.0,0,Successful
PO9274,PO9274,5,PR310;PR335;PR454;PR500;PR670,1,Supplier2,1,GRN8996,1,Invoice7401,1,Payment1608,2024-09-02 08:09:55+00:00,2024-09-08 12:18:54+00:00,148.15,1.616,0.95,1.0,24.0,48.0,0.583,72.0,1,Successful
PO2897,PO2897,1,PR336,1,Supplier43,1,GRN1233,1,Invoice8350,1,Payment778,2024-09-02 08:40:54+00:00,2024-09-14 11:26:54+00:00,290.767,0.333,0.617,0.85,96.0,24.0,0.967,168.0,0,Mismatch
PO6459,PO6459,11,PR125;PR210;PR337;PR349;PR579;PR593;PR644;PR710;PR851;PR886;PR947,2,Supplier29;Supplier4,2,GRN1855;GRN9401,2,Invoice4387;Invoice4659,2,Payment4944;Payment549,2024-09-02 08:05:56+00:00,2024-09-11 11:37:57+00:00,219.534,1.383,0.767,0.433,72.001,48.0,0.95,96.0,0,Successful
PO1444,PO1444,1,PR340,1,Supplier23,1,GRN7507,1,Invoice8497,1,Payment9051,2024-09-02 08:41:54+00:00,2024-09-10 11:11:54+00:00,194.5,0.55,0.967,0.05,72.0,72.0,0.933,48.0,0,Successful
PO5801,PO5801,2,PR140;PR342,1,Supplier19,1,GRN6523,1,Invoice7811,1,Payment4361,2024-09-02 08:32:53+00:00,2024-09-16 12:06:54+00:00,339.567,2.417,0.217,0.367,48.0,48.0,0.567,240.0,0,Successful
PO5810,PO5810,2,PR343;PR550,1,Supplier26,1,GRN52,1,Invoice5821,1,Payment3862,2024-09-02 08:34:54+00:00,2024-09-09 10:50:54+00:00,170.267,0.7,0.433,0.35,48.0,24.0,0.783,96.0,0,Successful
PO4520,PO4520,1,PR344,1,Supplier27,1,GRN7952,1,Invoice1012,1,Payment4565,2024-09-02 08:30:54+00:00,2024-09-10 12:00:54+00:00,195.5,1.65,0.533,0.5,48.0,48.0,0.817,96.0,0,Successful
PO9668,PO9668,1,PR345,1,Supplier28,1,GRN1922,1,Invoice4448,1,Payment4913,2024-09-02 08:32:54+00:00,2024-09-12 09:50:54+00:00,241.3,0.25,0.033,0.717,72.0,48.0,0.3,120.0,0,Successful
PO8958,PO8958,3,PR346;PR675;PR746,1,Supplier41,1,GRN4905,1,Invoice8077,2,Payment2364;Payment9540,2024-09-02 08:08:56+00:00,2024-09-08 10:50:54+00:00,146.699,0.749,1.0,0.383,48.0,72.0,0.567,24.0,0,Mismatch
PO3983,PO3983,6,PR194;PR347;PR410;PR411;PR501;PR905,1,Supplier43,1,GRN4747,1,Invoice6487,1,Payment1547,2024-09-02 08:08:55+00:00,2024-09-11 10:31:54+00:00,218.383,1.433,0.517,0.05,24.0,72.0,0.383,120.0,0,Successful
PO2510,PO2510,2,PR261;PR348,1,Supplier13,1,GRN9306,1,Invoice552,1,Payment4483,2024-09-02 08:11:54+00:00,2024-09-09 11:40:54+00:00,171.483,1.583,0.833,0.083,120.0,24.0,0.983,24.0,0,Successful
PO4352,PO4352,2,PR207;PR349,1,Supplier14,1,GRN1339,1,Invoice7282,1,Payment2460,2024-09-02 08:08:54+00:00,2024-09-14 11:08:54+00:00,291.0,1.583,0.067,0.933,96.0,48.0,0.417,144.0,0,Successful
PO3747,PO3747,5,PR350;PR501;PR656;PR904;PR966,1,Supplier37,1,GRN5483,1,Invoice6057,1,Payment5151,2024-09-02 08:06:57+00:00,2024-09-14 10:12:54+00:00,290.099,1.232,0.333,0.317,72.0,72.0,0.217,144.0,1,Successful
PO5075,PO5075,4,PR224;PR351;PR590;PR730,1,Supplier37,1,GRN2829,1,Invoice948,1,Payment1927,2024-09-02 08:05:56+00:00,2024-09-16 12:18:54+00:00,340.216,1.583,1.0,0.75,48.0,72.0,0.883,216.0,0,Successful
PO6434,PO6434,1,PR352,1,Supplier50,1,GRN2343,1,Invoice8040,1,Payment9959,2024-09-02 08:08:54+00:00,2024-09-16 11:55:54+00:00,339.783,1.767,0.65,0.7,96.0,24.0,0.667,216.0,0,Successful
PO1388,PO1388,4,PR306;PR353;PR631;PR760,1,Supplier9,1,GRN3242,1,Invoice5360,1,Payment9437,2024-09-02 08:42:54+00:00,2024-09-17 11:02:54+00:00,362.333,0.9,0.783,0.15,96.0,24.0,0.5,240.0,0,Successful
PO2002,PO2002,1,PR354,1,Supplier36,1,GRN8355,1,Invoice3355,1,Payment4119,2024-09-02 08:14:54+00:00,2024-09-07 10:30:54+00:00,122.267,0.817,0.433,0.6,24.0,48.0,0.417,48.0,0,Successful
PO8315,PO8315,2,PR355;PR647,1,Supplier50,1,GRN9919,1,Invoice3292,1,Payment8987,2024-09-02 08:05:56+00:00,2024-09-19 12:20:54+00:00,412.249,2.733,0.333,0.85,120.0,48.0,0.333,240.0,0,Successful
PO7791,PO7791,1,PR356,1,Supplier2,1,GRN2780,1,Invoice7080,1,Payment4885,2024-09-02 08:05:54+00:00,2024-09-11 11:02:54+00:00,218.95,1.083,0.5,0.417,120.0,24.0,0.95,72.0,0,Successful
PO7853,PO7853,5,PR357;PR373;PR589;PR718;PR904,1,Supplier25,1,GRN9916,1,Invoice6727,1,Payment4901,2024-09-02 08:09:54+00:00,2024-09-18 11:44:54+00:00,387.583,1.35,0.583,0.967,96.0,72.0,0.683,216.0,1,Successful
PO5649,PO5649,2,PR359;PR522,1,Supplier21,1,GRN8394,1,Invoice7161,1,Payment5503,2024-09-02 08:07:54+00:00,2024-09-12 10:26:54+00:00,242.317,0.367,0.95,0.983,120.0,72.0,0.017,48.0,0,Successful
