case_id,po_id,pr_count,pr_ids,supplier_count,supplier_ids,goods_receipt_count,goods_receipt_ids,invoice_count,invoice_ids,payment_count,payment_ids,match_result
PO733,PO733,5,PR321;PR418;PR442;PR511;PR612,1,Supplier12,1,GRN1987,1,Invoice1729,1,Payment7285,Successful
PO8222,PO8222,1,PR512,1,Supplier44,1,GRN377,1,Invoice5784,1,Payment3529,Successful
PO8600,PO8600,6,PR378;PR513;PR570;PR662;PR782;PR858,1,Supplier37,1,GRN2102,1,Invoice6951,1,Payment9338,Successful
PO7711,PO7711,4,PR185;PR514;PR8;PR934,1,Supplier49,1,GRN9680,1,Invoice5188,1,Payment2492,Successful
PO3635,PO3635,1,PR515,1,Supplier49,1,GRN9486,1,Invoice7573,1,Payment8326,Successful
PO5050,PO5050,1,PR516,1,Supplier33,1,GRN6261,1,Invoice2936,1,Payment7938,Successful
PO6328,PO6328,1,PR517,1,Supplier41,1,GRN9341,1,Invoice4282,1,Payment5813,Successful
PO9588,PO9588,1,PR518,1,Supplier38,1,GRN573,1,Invoice1493,2,Payment3283;Payment5920,Successful
PO9740,PO9740,3,PR414;PR519;PR573,1,Supplier8,1,GRN4076,1,Invoice3528,1,Payment6466,Successful
PO8059,PO8059,1,PR520,1,Supplier46,1,GRN5029,1,Invoice6261,1,Payment7510,Successful
PO4751,PO4751,4,PR287;PR521;PR656;PR712,1,Supplier48,1,GRN982,1,Invoice7291,1,Payment3577,Successful
PO5254,PO5254,2,PR522;PR67,1,Supplier50,1,GRN5251,1,Invoice7229,1,Payment8869,Successful
PO5757,PO5757,1,PR523,1,Supplier20,1,GRN1417,1,Invoice7651,1,Payment3524,Successful
PO7904,PO7904,2,PR524;PR977,1,Supplier33,1,GRN9122,1,Invoice2125,1,Payment6664,Successful
PO3873,PO3873,1,PR525,1,Supplier26,1,GRN5470,1,Invoice3223,1,Payment8674,Successful
PO6329,PO6329,3,PR488;PR526;PR795,1,Supplier27,1,GRN5442,1,Invoice1414,1,Payment7660,Successful
PO3808,PO3808,1,PR527,1,Supplier24,1,GRN5491,1,Invoice6311,1,Payment3172,Successful
PO3302,PO3302,1,PR528,1,Supplier47,1,GRN8164,1,Invoice8320,1,Payment9479,Successful
PO4479,PO4479,3,PR371;PR529;PR564,1,Supplier3,1,GRN5813,1,Invoice3436,1,Payment8120,Successful
PO2741,PO2741,1,PR530,1,Supplier41,1,GRN1432,1,Invoice4816,1,Payment4028,Successful
PO5820,PO5820,1,PR531,1,Supplier43,1,GRN4316,1,Invoice3464,1,Payment2223,Successful
PO6602,PO6602,6,PR41;PR509;PR532;PR908;PR971;PR977,1,Supplier42,1,GRN8200,1,Invoice6688,1,Payment7240,Successful
PO829,PO829,2,PR533;PR549,1,Supplier9,1,GRN8607,1,Invoice8427,1,Payment4161,Successful
PO4821,PO4821,1,PR534,1,Supplier24,1,GRN6039,1,Invoice9688,1,Payment6958,Mismatch
PO4173,PO4173,4,PR198;PR298;PR535;PR629,1,Supplier17,1,GRN8254,1,Invoice3728,1,Payment9715,Successful
PO1028,PO1028,4,PR334;PR536;PR584;PR904,1,Supplier5,1,GRN1022,1,Invoice5527,1,Payment1840,Successful
PO1116,PO1116,1,PR537,1,Supplier10,1,GRN5440,1,Invoice6876,1,Payment1424,Successful
PO6269,PO6269,1,PR538,1,Supplier37,1,GRN5908,1,Invoice169,1,Payment2997,Successful
PO9995,PO9995,5,PR148;PR529;PR539;PR769;PR797,1,Supplier41,1,GRN8,1,Invoice4465,1,Payment7215,Successful
PO124,PO124,1,PR540,1,Supplier33,1,GRN2209,1,Invoice3247,1,Payment3597,Successful
PO8921,PO8921,2,PR541;PR849,1,Supplier10,1,GRN2666,1,Invoice5917,1,Payment7028,Successful
PO6246,PO6246,1,PR542,1,Supplier23,1,GRN1716,1,Invoice1971,1,Payment3650,Successful
PO9390,PO9390,7,PR299;PR356;PR543;PR574;PR694;PR803;PR816,2,Supplier24;Supplier6,2,GRN104;GRN717,2,Invoice8190;Invoice8912,4,Payment3109;Payment5874;Payment8748;Payment9579,Successful
PO1610,PO1610,2,PR265;PR544,1,Supplier40,1,GRN3591,1,Invoice8420,1,Payment7498,Mismatch
PO7072,PO7072,5,PR132;PR430;PR545;PR777;PR933,1,Supplier12,1,GRN4846,1,Invoice3921,1,Payment9143,Mismatch
PO8181,PO8181,2,PR462;PR546,1,Supplier34,1,GRN8574,1,Invoice4439,1,Payment4698,Successful
PO720,PO720,1,PR547,1,Supplier28,1,GRN5624,1,Invoice216,1,Payment3678,Mismatch
PO7667,PO7667,6,PR13;PR262;PR48;PR548;PR653;PR792,1,Supplier29,1,GRN1767,1,Invoice1580,1,Payment3980,Successful
PO7856,PO7856,1,PR549,1,Supplier28,1,GRN7142,1,Invoice6112,1,Payment7575,Mismatch
PO6169,PO6169,1,PR550,1,Supplier39,1,GRN6628,1,Invoice7053,1,Payment77,Successful
PO8982,PO8982,1,PR551,1,Supplier41,1,GRN6899,1,Invoice4174,1,Payment6222,Mismatch
PO1145,PO1145,1,PR552,1,Supplier5,1,GRN7307,1,Invoice7766,1,Payment6859,Successful
PO4782,PO4782,1,PR553,1,Supplier10,1,GRN6634,1,Invoice9478,1,Payment7485,Successful
PO9553,PO9553,1,PR555,1,Supplier44,1,GRN4886,1,Invoice8906,1,Payment1404,Successful
PO140,PO140,3,PR13;PR50;PR558,1,Supplier49,1,GRN2188,1,Invoice8119,1,Payment3609,Successful
PO5308,PO5308,6,PR506;PR559;PR597;PR640;PR720;PR807,2,Supplier2;Supplier48,2,GRN6358;GRN7385,2,Invoice1926;Invoice8995,2,Payment1667;Payment7258,Successful
PO3059,PO3059,2,PR560;PR698,2,Supplier26;Supplier32,2,GRN112;GRN9037,2,Invoice8912;Invoice9282,4,Payment5874;Payment8748;Payment9033;Payment9579,Successful + Mismatch
PO7499,PO7499,3,PR153;PR561;PR698,1,Supplier35,1,GRN9177,1,Invoice5962,1,Payment5952,Successful
PO6439,PO6439,1,PR562,1,Supplier14,1,GRN9985,1,Invoice8361,1,Payment8196,Successful
PO6667,PO6667,1,PR563,1,Supplier37,1,GRN7919,1,Invoice2301,1,Payment6279,Successful
PO941,PO941,1,PR564,1,Supplier33,1,GRN4738,1,Invoice4763,1,Payment5239,Successful
PO8543,PO8543,1,PR565,1,Supplier8,1,GRN3199,1,Invoice4478,1,Payment7314,Mismatch
PO9499,PO9499,5,PR41;PR566;PR570;PR695;PR829,1,Supplier16,1,GRN5033,1,Invoice930,1,Payment4275,Successful
PO7424,PO7424,1,PR567,1,Supplier15,1,GRN8133,1,Invoice6023,1,Payment5476,Successful
PO9072,PO9072,1,PR568,1,Supplier26,1,GRN98,1,Invoice4517,1,Payment7783,Successful
PO4798,PO4798,1,PR569,1,Supplier2,1,GRN6427,1,Invoice2668,1,Payment9254,Successful
PO2892,PO2892,1,PR570,1,Supplier25,1,GRN4686,1,Invoice7517,1,Payment9484,Successful
PO2957,PO2957,1,PR572,1,Supplier30,1,GRN3342,1,Invoice2797,1,Payment2151,Mismatch
PO1246,PO1246,1,PR574,1,Supplier3,1,GRN8602,1,Invoice5843,1,Payment3990,Successful
PO8489,PO8489,1,PR575,1,Supplier48,1,GRN8764,1,Invoice8623,1,Payment976,Successful
PO5553,PO5553,6,PR104;PR244;PR576;PR892;PR905;PR970,1,Supplier20,1,GRN5603,1,Invoice2932,1,Payment2014,Successful
PO9839,PO9839,4,PR33;PR388;PR398;PR577,1,Supplier39,1,GRN5956,1,Invoice118,1,Payment8743,Successful
PO1132,PO1132,1,PR578,1,Supplier7,1,GRN4177,1,Invoice4161,1,Payment5209,Successful
PO7959,PO7959,5,PR110;PR306;PR579;PR872;PR898,1,Supplier4,1,GRN5778,1,Invoice4553,1,Payment5763,Successful
PO5670,PO5670,5,PR131;PR155;PR227;PR581;PR7,1,Supplier19,1,GRN3302,1,Invoice61,1,Payment451,Successful
PO5615,PO5615,1,PR582,1,Supplier2,1,GRN9062,1,Invoice2736,1,Payment5347,Successful
PO4460,PO4460,5,PR482;PR583;PR69;PR757;PR857,1,Supplier13,1,GRN934,1,Invoice2724,2,Payment4273;Payment5116,Successful
PO6168,PO6168,2,PR393;PR585,1,Supplier1,1,GRN1288,1,Invoice6497,1,Payment7578,Successful
PO6746,PO6746,1,PR587,1,Supplier7,1,GRN3318,1,Invoice4279,1,Payment5325,Successful
PO3040,PO3040,1,PR588,1,Supplier20,1,GRN1711,1,Invoice4087,1,Payment6371,Successful
PO5406,PO5406,6,PR161;PR292;PR534;PR550;PR589;PR724,1,Supplier23,1,GRN9472,1,Invoice8596,1,Payment699,Successful
PO5679,PO5679,3,PR590;PR772;PR88,1,Supplier13,1,GRN1348,1,Invoice1251,1,Payment5381,Successful
PO2465,PO2465,1,PR591,1,Supplier35,1,GRN2436,1,Invoice6259,1,Payment5300,Successful
PO132,PO132,3,PR592;PR917;PR920,1,Supplier1,1,GRN6021,1,Invoice9757,1,Payment9358,Successful
PO799,PO799,1,PR593,1,Supplier6,1,GRN1637,1,Invoice2016,1,Payment4920,Successful
PO6052,PO6052,5,PR226;PR288;PR569;PR594;PR89,1,Supplier23,1,GRN5796,1,Invoice2507,2,Payment2542;Payment8889,Successful
PO7062,PO7062,6,PR165;PR263;PR35;PR595;PR732;PR761,1,Supplier26,1,GRN2328,1,Invoice566,1,Payment7105,Successful
PO4955,PO4955,4,PR374;PR582;PR597;PR721,1,Supplier48,1,GRN3543,1,Invoice7665,1,Payment495,Successful
PO2457,PO2457,1,PR598,1,Supplier46,1,GRN6211,1,Invoice3540,1,Payment6374,Successful
PO9796,PO9796,1,PR599,1,Supplier29,1,GRN7167,1,Invoice1261,1,Payment8074,Successful
PO6174,PO6174,4,PR24;PR600;PR63;PR746,1,Supplier49,1,GRN2665,1,Invoice7206,1,Payment5524,Successful
PO7716,PO7716,4,PR270;PR601;PR640;PR655,1,Supplier11,1,GRN7658,1,Invoice6006,1,Payment7553,Successful
PO5455,PO5455,1,PR602,1,Supplier48,1,GRN2743,1,Invoice4060,1,Payment2842,Mismatch
PO6140,PO6140,4,PR194;PR52;PR604;PR90,1,Supplier30,1,GRN9621,1,Invoice4298,1,Payment8776,Successful
PO6611,PO6611,2,PR605;PR788,1,Supplier14,1,GRN100,1,Invoice9457,1,Payment3997,Successful
PO5078,PO5078,1,PR606,1,Supplier22,1,GRN1896,1,Invoice9373,1,Payment545,Successful
PO5830,PO5830,2,PR607;PR883,1,Supplier37,1,GRN3407,1,Invoice2413,1,Payment1581,Successful
PO14,PO14,1,PR608,1,Supplier1,1,GRN7974,1,Invoice2136,1,Payment6591,Successful
PO9408,PO9408,5,PR329;PR535;PR587;PR609;PR898,1,Supplier10,1,GRN6409,1,Invoice8611,1,Payment8242,Successful
PO8814,PO8814,2,PR610;PR817,1,Supplier8,1,GRN1678,1,Invoice6854,1,Payment7455,Successful
PO4237,PO4237,1,PR611,1,Supplier45,1,GRN5205,1,Invoice4593,1,Payment1329,Successful
PO1404,PO1404,6,PR1000;PR25;PR515;PR612;PR717;PR735,1,Supplier28,1,GRN3154,1,Invoice7551,2,Payment4609;Payment5409,Successful
PO6272,PO6272,2,PR604;PR613,1,Supplier14,1,GRN1237,1,Invoice8414,2,Payment5727;Payment9679,Successful
PO542,PO542,1,PR614,1,Supplier36,1,GRN4638,1,Invoice9487,1,Payment8890,Successful
PO3322,PO3322,4,PR184;PR28;PR374;PR615,1,Supplier40,1,GRN3558,1,Invoice2740,1,Payment1189,Successful
PO6057,PO6057,4,PR331;PR617;PR67;PR97,1,Supplier16,1,GRN7583,1,Invoice5940,1,Payment276,Successful
PO2684,PO2684,1,PR618,1,Supplier17,1,GRN7326,1,Invoice37,1,Payment9909,Successful
PO1017,PO1017,1,PR619,1,Supplier16,1,GRN3112,1,Invoice8342,1,Payment1665,Successful
PO2749,PO2749,5,PR479;PR538;PR620;PR656;PR817,1,Supplier37,1,GRN5814,1,Invoice9222,1,Payment4861,Successful
PO1512,PO1512,1,PR622,1,Supplier29,1,GRN3290,1,Invoice4353,1,Payment213,Successful
PO7391,PO7391,1,PR623,1,Supplier36,1,GRN6058,1,Invoice937,1,Payment3176,Successful
PO3357,PO3357,1,PR624,1,Supplier32,1,GRN9589,1,Invoice4296,2,Payment9183;Payment9653,Mismatch
PO4646,PO4646,5,PR483;PR57;PR625;PR81;PR923,1,Supplier25,1,GRN2448,1,Invoice7937,1,Payment3527,Successful
PO3416,PO3416,2,PR105;PR626,1,Supplier40,1,GRN1789,1,Invoice7867,1,Payment1677,Successful
PO6204,PO6204,1,PR627,1,Supplier22,1,GRN4292,1,Invoice8442,1,Payment7524,Successful
PO7027,PO7027,1,PR628,1,Supplier14,1,GRN769,1,Invoice3041,1,Payment4630,Successful
PO1002,PO1002,6,PR148;PR508;PR629;PR873;PR924;PR973,1,Supplier29,1,GRN8708,1,Invoice7856,2,Payment6159;Payment6982,Successful
PO2861,PO2861,1,PR630,1,Supplier49,1,GRN2516,1,Invoice6950,1,Payment5036,Successful
PO3340,PO3340,1,PR631,1,Supplier36,1,GRN5285,1,Invoice6329,1,Payment5060,Successful
PO1597,PO1597,3,PR572;PR632;PR77,1,Supplier9,1,GRN8833,1,Invoice1493,2,Payment3283;Payment5920,Successful
PO3581,PO3581,1,PR633,1,Supplier3,1,GRN2248,1,Invoice8369,1,Payment8079,Successful
PO4624,PO4624,1,PR634,1,Supplier13,1,GRN2164,1,Invoice8170,1,Payment5438,Successful
PO2851,PO2851,2,PR586;PR635,1,Supplier39,1,GRN9392,1,Invoice4507,1,Payment9354,Mismatch
PO7120,PO7120,1,PR636,1,Supplier16,1,GRN7688,1,Invoice2761,1,Payment310,Mismatch
PO2057,PO2057,1,PR638,1,Supplier26,1,GRN3900,1,Invoice4351,1,Payment276,Successful
PO8847,PO8847,6,PR159;PR225;PR364;PR561;PR639;PR80,1,Supplier34,1,GRN2449,1,Invoice2741,1,Payment7044,Successful
PO19,PO19,6,PR249;PR375;PR504;PR640;PR890;PR923,1,Supplier3,1,GRN8913,1,Invoice4253,1,Payment3978,Successful
PO4573,PO4573,1,PR641,1,Supplier23,1,GRN3477,1,Invoice3789,1,Payment1555,Successful
PO7990,PO7990,1,PR642,1,Supplier49,1,GRN8989,1,Invoice4934,1,Payment3397,Successful
PO3709,PO3709,1,PR644,1,Supplier47,1,GRN7387,1,Invoice8776,1,Payment1986,Successful
PO4204,PO4204,1,PR645,1,Supplier23,1,GRN485,1,Invoice4451,1,Payment7804,Successful
PO3168,PO3168,1,PR646,1,Supplier47,1,GRN8699,1,Invoice6651,1,Payment2339,Successful
PO1713,PO1713,5,PR145;PR301;PR647;PR664;PR870,1,Supplier50,1,GRN7949,1,Invoice8779,1,Payment2758,Successful
PO1752,PO1752,1,PR648,1,Supplier44,1,GRN8160,1,Invoice2279,1,Payment55,Successful
PO6692,PO6692,2,PR538;PR649,1,Supplier14,1,GRN9366,1,Invoice1565,2,Payment1591;Payment9707,Successful
PO6,PO6,1,PR650,1,Supplier3,1,GRN39,1,Invoice1121,1,Payment9640,Successful
PO2801,PO2801,5,PR136;PR258;PR609;PR651;PR69,1,Supplier36,1,GRN8790,1,Invoice5328,1,Payment8611,Mismatch
PO1799,PO1799,2,PR652;PR894,1,Supplier44,1,GRN5107,1,Invoice6919,1,Payment7620,Successful
PO9243,PO9243,2,PR110;PR653,1,Supplier14,1,GRN1156,1,Invoice9049,1,Payment4977,Successful
PO8236,PO8236,1,PR654,1,Supplier49,1,GRN7861,1,Invoice7425,1,Payment3795,Successful
PO5278,PO5278,3,PR169;PR655;PR920,1,Supplier42,1,GRN6147,1,Invoice9937,1,Payment9457,Successful
PO833,PO833,4,PR192;PR495;PR659;PR850,1,Supplier41,1,GRN8373,1,Invoice6445,1,Payment2279,Successful
PO1714,PO1714,2,PR409;PR660,1,Supplier39,1,GRN593,1,Invoice5006,2,Payment3750;Payment759,Successful
PO8733,PO8733,1,PR661,1,Supplier18,1,GRN1737,1,Invoice7011,1,Payment2197,Successful
PO4493,PO4493,3,PR365;PR414;PR663,1,Supplier44,1,GRN3144,1,Invoice9892,1,Payment6082,Successful
PO1481,PO1481,4,PR548;PR652;PR664;PR704,1,Supplier35,1,GRN7018,1,Invoice7285,1,Payment7979,Successful
PO2322,PO2322,3,PR309;PR32;PR665,1,Supplier7,1,GRN9210,1,Invoice5848,1,Payment6324,Successful
PO3920,PO3920,3,PR420;PR508;PR666,1,Supplier4,1,GRN4105,1,Invoice5728,1,Payment2139,Successful
PO4633,PO4633,4,PR468;PR667;PR766;PR981,1,Supplier25,1,GRN8770,1,Invoice9062,1,Payment429,Successful
PO430,PO430,4,PR126;PR376;PR668;PR769,1,Supplier26,1,GRN850,1,Invoice8409,1,Payment6212,Mismatch
PO2507,PO2507,1,PR669,1,Supplier34,1,GRN3490,1,Invoice1919,1,Payment5561,Successful
PO7622,PO7622,2,PR32;PR671,1,Supplier17,1,GRN6767,1,Invoice9525,1,Payment8969,Successful
PO980,PO980,1,PR672,1,Supplier15,1,GRN2078,1,Invoice7633,1,Payment6795,Successful
PO2237,PO2237,1,PR673,1,Supplier11,1,GRN8063,1,Invoice351,1,Payment8481,Successful
PO3091,PO3091,3,PR528;PR675;PR813,1,Supplier26,1,GRN6886,1,Invoice2909,1,Payment4226,Successful
PO9569,PO9569,2,PR352;PR676,1,Supplier10,1,GRN1560,1,Invoice7020,1,Payment7445,Successful
PO2463,PO2463,1,PR677,1,Supplier36,1,GRN4123,1,Invoice7465,2,Payment6317;Payment9728,Successful
PO2800,PO2800,1,PR678,1,Supplier19,1,GRN3385,1,Invoice3558,1,Payment4415,Successful
PO2423,PO2423,1,PR682,1,Supplier41,1,GRN4137,1,Invoice5840,1,Payment1100,Successful
PO3020,PO3020,3,PR244;PR683;PR719,1,Supplier36,1,GRN9036,1,Invoice2371,1,Payment4839,Successful
PO1580,PO1580,1,PR685,1,Supplier19,1,GRN4377,1,Invoice5218,1,Payment7696,Successful
PO3465,PO3465,1,PR686,1,Supplier44,1,GRN612,1,Invoice3446,1,Payment2365,Successful
PO2073,PO2073,1,PR687,1,Supplier30,1,GRN4677,1,Invoice238,1,Payment3511,Successful
PO7428,PO7428,1,PR689,1,Supplier20,1,GRN3412,1,Invoice2024,1,Payment4065,Successful
PO2740,PO2740,1,PR690,1,Supplier44,1,GRN9229,1,Invoice7380,1,Payment4374,Successful
PO1433,PO1433,5,PR306;PR691;PR717;PR766;PR852,1,Supplier4,1,GRN6772,1,Invoice8452,1,Payment768,Successful
PO8314,PO8314,2,PR693;PR811,1,Supplier18,1,GRN8493,1,Invoice5330,1,Payment6101,Successful
PO1128,PO1128,6,PR235;PR31;PR694;PR711;PR924;PR925,1,Supplier10,1,GRN880,1,Invoice9788,1,Payment274,Successful
PO3106,PO3106,4,PR398;PR412;PR695;PR706,1,Supplier46,1,GRN4043,1,Invoice4972,2,Payment3199;Payment3485,Successful
PO8912,PO8912,6,PR323;PR535;PR593;PR696;PR841;PR847,1,Supplier14,1,GRN7528,1,Invoice8888,1,Payment3817,Successful
PO8288,PO8288,1,PR700,1,Supplier19,1,GRN6563,1,Invoice2289,1,Payment4212,Successful
PO7430,PO7430,4,PR199;PR640;PR701;PR941,1,Supplier31,1,GRN3826,1,Invoice8774,1,Payment8452,Successful
PO4731,PO4731,6,PR119;PR205;PR32;PR501;PR52;PR702,1,Supplier2,1,GRN5651,1,Invoice7813,1,Payment6071,Successful
PO5541,PO5541,3,PR190;PR703;PR861,1,Supplier47,1,GRN7609,1,Invoice655,1,Payment2830,Successful
PO109,PO109,4,PR45;PR535;PR704;PR742,1,Supplier14,1,GRN453,1,Invoice3058,1,Payment1831,Successful
PO9574,PO9574,4,PR699;PR705;PR798;PR826,1,Supplier17,1,GRN9245,1,Invoice8853,1,Payment1037,Successful
PO4760,PO4760,2,PR294;PR706,1,Supplier13,1,GRN8382,1,Invoice2092,1,Payment5801,Successful
PO253,PO253,2,PR299;PR707,1,Supplier25,1,GRN8451,1,Invoice8707,1,Payment3051,Successful
PO764,PO764,4,PR157;PR524;PR644;PR708,1,Supplier11,1,GRN5079,1,Invoice5496,1,Payment5438,Successful
PO6663,PO6663,1,PR709,1,Supplier2,1,GRN2236,1,Invoice3962,2,Payment3240;Payment6214,Successful
PO7729,PO7729,1,PR710,1,Supplier5,1,GRN169,1,Invoice1516,1,Payment6325,Successful
PO9226,PO9226,7,PR377;PR405;PR560;PR711;PR815;PR826;PR861,2,Supplier40;Supplier8,2,GRN6149;GRN8159,2,Invoice5647;Invoice8156,2,Payment7348;Payment8497,Successful
PO8520,PO8520,1,PR712,1,Supplier36,1,GRN8461,1,Invoice3104,2,Payment5673;Payment9795,Successful
PO2189,PO2189,1,PR714,1,Supplier34,1,GRN3855,1,Invoice6623,1,Payment7772,Successful
PO3223,PO3223,5,PR37;PR615;PR715;PR772;PR856,1,Supplier7,1,GRN5818,1,Invoice9476,2,Payment1310;Payment5305,Mismatch
PO2778,PO2778,4,PR209;PR242;PR488;PR717,1,Supplier35,1,GRN2984,1,Invoice5507,1,Payment6290,Successful
PO2812,PO2812,1,PR719,1,Supplier43,1,GRN9946,1,Invoice217,1,Payment9972,Successful
PO1581,PO1581,3,PR357;PR536;PR721,1,Supplier48,1,GRN4422,1,Invoice8846,1,Payment2471,Successful
PO8924,PO8924,4,PR202;PR255;PR723;PR811,1,Supplier24,1,GRN8091,1,Invoice1896,1,Payment9775,Successful
PO6286,PO6286,2,PR721;PR724,1,Supplier42,1,GRN7126,1,Invoice7303,1,Payment4481,Mismatch
PO2764,PO2764,1,PR725,1,Supplier44,1,GRN9157,1,Invoice9137,1,Payment2038,Successful
PO3639,PO3639,1,PR726,1,Supplier7,1,GRN4822,1,Invoice8880,1,Payment7649,Successful
PO2511,PO2511,5,PR198;PR405;PR432;PR727;PR81,1,Supplier42,1,GRN5835,1,Invoice3877,2,Payment2767;Payment3598,Successful
PO6571,PO6571,1,PR728,1,Supplier33,1,GRN2296,1,Invoice3928,1,Payment266,Successful
PO5076,PO5076,1,PR729,1,Supplier32,1,GRN574,1,Invoice187,1,Payment2999,Successful
PO1538,PO1538,1,PR730,1,Supplier48,1,GRN9857,1,Invoice2426,1,Payment5041,Successful
PO9606,PO9606,1,PR732,1,Supplier43,1,GRN60,1,Invoice7172,1,Payment9806,Successful
PO841,PO841,2,PR731;PR733,1,Supplier31,1,GRN771,1,Invoice7233,1,Payment7543,Mismatch
PO8834,PO8834,2,PR675;PR734,1,Supplier25,1,GRN2979,1,Invoice8085,1,Payment427,Successful
PO1045,PO1045,1,PR736,1,Supplier35,1,GRN4916,1,Invoice1864,1,Payment3691,Successful
PO9179,PO9179,3,PR498;PR735;PR737,1,Supplier47,1,GRN7228,1,Invoice4886,1,Payment6920,Successful
PO6090,PO6090,6,PR244;PR541;PR728;PR738;PR759;PR888,1,Supplier34,1,GRN1265,1,Invoice9738,1,Payment4853,Successful
PO279,PO279,1,PR740,1,Supplier14,1,GRN6042,1,Invoice2903,1,Payment9546,Successful
PO1138,PO1138,5,PR302;PR312;PR452;PR743;PR808,1,Supplier34,1,GRN5386,1,Invoice2350,1,Payment1923,Successful
PO4300,PO4300,3,PR354;PR586;PR745,1,Supplier2,1,GRN6976,1,Invoice5478,1,Payment4861,Successful
PO4088,PO4088,1,PR746,1,Supplier42,1,GRN7083,1,Invoice5739,1,Payment3228,Successful
PO292,PO292,4,PR466;PR741;PR747;PR779,1,Supplier1,1,GRN6859,1,Invoice7362,1,Payment6607,Successful
PO7521,PO7521,5,PR134;PR452;PR64;PR65;PR748,1,Supplier33,1,GRN7266,1,Invoice6922,1,Payment4527,Successful
PO9594,PO9594,1,PR749,1,Supplier42,1,GRN1049,1,Invoice6903,1,Payment3573,Mismatch
PO2638,PO2638,1,PR750,1,Supplier8,1,GRN2625,1,Invoice2309,2,Payment5151;Payment8250,Successful
PO8255,PO8255,3,PR751;PR861;PR878,2,Supplier15;Supplier45,2,GRN3004;GRN3095,2,Invoice4839;Invoice5741,3,Payment3112;Payment7190;Payment9023,Successful
PO1124,PO1124,1,PR752,1,Supplier16,1,GRN7786,1,Invoice453,1,Payment2243,Successful
PO820,PO820,6,PR268;PR28;PR295;PR753;PR824;PR85,1,Supplier31,1,GRN3995,1,Invoice3657,2,Payment6051;Payment7704,Successful
PO6882,PO6882,1,PR754,1,Supplier22,1,GRN934,1,Invoice3004,1,Payment1220,Successful
PO1877,PO1877,1,PR755,1,Supplier2,1,GRN656,1,Invoice712,1,Payment8234,Mismatch
PO6550,PO6550,1,PR756,1,Supplier1,1,GRN9293,1,Invoice5951,1,Payment5207,Successful
PO1981,PO1981,5,PR274;PR438;PR468;PR738;PR757,1,Supplier29,1,GRN4187,1,Invoice8924,1,Payment7991,Successful
PO8606,PO8606,1,PR759,1,Supplier33,1,GRN7407,1,Invoice4102,1,Payment6401,Successful
PO3478,PO3478,2,PR187;PR760,1,Supplier3,1,GRN5520,1,Invoice9368,1,Payment4214,Successful
PO771,PO771,1,PR761,1,Supplier30,1,GRN3697,1,Invoice8981,1,Payment1378,Successful
PO7566,PO7566,3,PR630;PR71;PR762,1,Supplier40,1,GRN2076,1,Invoice2507,2,Payment2542;Payment8889,Successful
PO5994,PO5994,4,PR26;PR31;PR763;PR777,1,Supplier50,1,GRN9919,1,Invoice2655,1,Payment4927,Successful
PO8,PO8,6,PR241;PR291;PR455;PR462;PR570;PR765,1,Supplier40,1,GRN158,1,Invoice6764,1,Payment4849,Successful
PO2795,PO2795,1,PR766,1,Supplier46,1,GRN1892,1,Invoice1847,1,Payment1440,Successful
PO1430,PO1430,1,PR767,1,Supplier30,1,GRN4303,1,Invoice2942,1,Payment805,Successful
PO2591,PO2591,1,PR768,1,Supplier12,1,GRN1285,1,Invoice4839,2,Payment3112;Payment9023,Successful
PO1149,PO1149,4,PR107;PR133;PR537;PR769,1,Supplier11,1,GRN4916,1,Invoice1597,1,Payment9653,Mismatch
PO3316,PO3316,5,PR20;PR28;PR422;PR770;PR829,1,Supplier24,1,GRN9294,1,Invoice1900,1,Payment3,Successful
PO6574,PO6574,1,PR771,1,Supplier26,1,GRN1366,1,Invoice6026,1,Payment4864,Successful
PO3373,PO3373,6,PR101;PR42;PR772;PR773;PR900;PR979,1,Supplier27,1,GRN184,1,Invoice9523,2,Payment2681;Payment689,Successful
PO5792,PO5792,4,PR532;PR553;PR717;PR773,1,Supplier48,1,GRN8935,1,Invoice5118,1,Payment116,Successful
PO4044,PO4044,6,PR153;PR260;PR696;PR766;PR774;PR908,1,Supplier26,1,GRN4439,1,Invoice4615,1,Payment627,Successful
PO1899,PO1899,6,PR129;PR488;PR56;PR686;PR775;PR831,1,Supplier7,1,GRN8608,1,Invoice1801,1,Payment7295,Successful
PO334,PO334,1,PR777,1,Supplier21,1,GRN5808,1,Invoice6068,1,Payment7183,Successful
PO8271,PO8271,2,PR778;PR941,1,Supplier26,1,GRN1715,1,Invoice1346,1,Payment46,Successful
PO6485,PO6485,5,PR261;PR540;PR780;PR817;PR837,1,Supplier47,1,GRN8547,1,Invoice2156,1,Payment4424,Successful
PO7649,PO7649,4,PR273;PR299;PR743;PR781,1,Supplier41,1,GRN7751,1,Invoice1677,1,Payment903,Successful
PO9250,PO9250,4,PR192;PR34;PR585;PR782,1,Supplier10,1,GRN7491,1,Invoice6772,1,Payment7465,Successful
PO5381,PO5381,5,PR5;PR647;PR783;PR808;PR899,1,Supplier43,1,GRN3287,1,Invoice1741,1,Payment9300,Successful
PO6133,PO6133,1,PR784,1,Supplier41,1,GRN5629,1,Invoice9311,1,Payment4305,Successful
PO6527,PO6527,1,PR785,1,Supplier16,1,GRN7148,1,Invoice2132,1,Payment4030,Successful
